tenure_months,monthly_charges,total_charges,age,credit_score,support_tickets,login_frequency,avg_session_duration,payment_delay_days,contract_length_months,num_dependents,international_plan,voice_mail_plan,data_usage_gb,roaming_charges,device_protection,paperless_billing,num_referrals,churn_target
25.0,45.69,1189.76,37,599,0,6.413496087331552,3.940036686221915,2,-1.0899697709501321,0,0,1,0.2976289114709947,3.331770855257765,0,0,5,0
21.0,104.58,2272.63,55,769,2,-7.457877314362309,-3.286797535150157,2,-0.09107511515238631,1,0,0,1.3948379821643215,-3.647677454129943,1,0,5,1
17.0,69.83,1205.98,66,654,0,3.8051009593198333,-2.5159422283864843,1,0.8461695460624421,1,0,0,0.34018546642474723,2.803499587254504,0,1,0,0
14.0,41.51,549.36,35,707,2,1.7538885631336418,0.6830627870709357,0,-1.3381729533151758,4,0,0,0.71802383657406,-3.552668005144344,1,0,2,0
10.0,109.28,1067.4,18,833,0,-2.4052586016526427,0.48721125137182547,1,-2.2455482736950656,0,1,1,-0.7657587923530087,-3.638605545060527,0,0,4,0
1.0,143.81,130.13,27,846,2,-0.12187612609822261,3.817197950478633,4,-1.6827414351928107,4,1,1,1.0806408688661575,1.716588340056059,1,0,2,0
32.0,48.9,1712.27,32,680,0,1.2566302566217438,3.2060818321843776,2,0.40290316980762253,1,1,0,0.2934586909143183,-1.1035127744945499,0,0,0,1
72.0,62.09,4645.5,24,534,3,-1.7476216167236207,3.7303688684753724,2,-0.6343624774788846,1,1,0,-0.44242392989729595,-1.0765740670710575,0,0,0,1
40.0,80.38,3367.15,46,735,1,-0.0833322623951276,-1.406839815179293,3,2.1518724138641923,2,1,1,-0.014543380607040576,-0.36014967423577166,1,1,6,1
24.0,45.45,990.43,61,835,2,-1.8187985446253419,-6.065767186672013,5,4.725244621778283,1,1,1,0.7369579488771396,-6.325028490515191,1,0,2,1
5.0,149.99,784.98,57,721,2,-1.1450071742995769,1.9632542701644433,4,-0.8319218592248471,1,0,0,-0.6537201092665157,2.5320254294521987,1,1,5,1
55.0,93.09,5251.67,19,764,1,-4.104152950196663,-1.2678382028013293,8,1.3286303504459873,0,0,0,0.8767808637837304,-2.6015241234548827,1,1,3,1
72.0,55.5,4233.17,25,850,2,-5.636919817319778,-5.837707655131037,5,3.821962783019053,0,1,0,0.057241529860869146,-7.776122590112689,1,1,2,1
50.0,66.79,3537.51,30,568,1,0.2679050808867813,7.966191443851084,2,1.6677867402106235,1,1,0,0.9426305489867072,-2.9054530900329025,1,0,6,0
65.0,82.33,5312.29,53,574,2,-3.1811011527513573,-1.8349160791524652,3,0.8811210590491764,2,1,0,-1.2304344298274161,2.8492557091644835,0,1,1,0
1.0,143.87,147.15,26,850,2,2.0750202170062826,2.3264192557283128,6,0.16117610808465022,5,0,1,1.1730891420323395,3.2058498627089853,1,1,4,1
52.0,132.6,6997.56,39,618,0,-2.7339905552561934,1.3165436077112849,2,1.3409083497328869,0,1,0,0.4680027371849588,0.7202951972036807,1,1,1,1
34.0,64.42,2166.92,59,587,2,3.070749283139166,-0.9298114620586521,6,1.367737613034373,0,1,0,-0.01577331588349443,4.870198259219232,0,1,1,0
72.0,42.21,3248.04,33,682,1,-3.4038995675748365,-2.977100541607098,4,-0.5599045995376435,5,0,0,1.2642598838462165,-2.610989805820952,0,0,1,1
52.0,100.15,5536.64,33,571,2,-0.7605121216967947,4.130775472542131,3,1.6777646013674001,0,1,1,1.5441691911469875,-0.5218113659234439,1,0,2,0
1.0,95.97,94.92,35,631,1,3.2216628874075237,8.616429014534889,1,-0.8019720531753528,2,1,1,0.2907946715368234,2.4067881558826634,0,0,3,0
39.0,108.97,3994.47,33,605,3,2.9525802317719014,0.10041574782156122,8,-1.0481639766673712,1,1,1,-0.6310017304391317,3.8341788142263575,1,1,1,0
61.0,119.4,7569.49,21,599,1,-7.124846163324712,6.7125409800397655,7,3.857924630149597,1,0,0,-0.6917626899891313,-6.974854361038078,1,0,0,0
1.0,103.03,99.69,68,850,4,-2.893500668126634,-10.489937584679753,1,-2.8222308696818383,1,0,0,0.37926621171179786,-1.917386067765185,1,1,4,0
22.0,132.27,2723.41,54,728,0,-1.9918748821415249,-1.5765266688699464,10,0.08344354666662868,2,0,0,-0.31452449079926476,0.07239471695264778,1,1,1,1
65.0,39.34,2553.89,23,541,1,9.68001040459326,7.3169860702051635,2,-0.23143597528981152,3,1,0,0.0596392841551529,4.500610901791758,0,1,10,0
65.0,73.28,5136.26,55,436,1,5.138954191516094,1.468127133663846,6,1.0200048525735341,2,1,1,0.3938268196294778,6.308616465787676,0,1,7,0
49.0,121.68,5944.17,33,712,2,-5.528752316879506,3.322050540414115,9,2.5305281420237367,2,0,0,-0.31764679074192304,-2.4266789470543277,1,1,3,1
23.0,105.94,2356.68,35,635,0,-1.6367141597296515,3.307991752495718,5,-0.40026096579311876,1,1,1,-0.46987205366512824,-0.4355459275248772,0,0,0,0
26.0,75.12,1880.94,57,664,1,1.9009490567078433,-4.111314389499799,6,0.9199483376886715,2,1,0,-0.9465511636952187,1.1229402701690663,1,1,4,0
1.0,63.25,66.66,54,695,1,7.205519684130051,-1.79382357970301,5,-0.8215420420916787,3,0,1,-1.538638911011321,3.4221381408241127,1,1,1,0
1.0,143.9,150.25,18,850,3,-3.0676230741968453,0.25858250813233774,5,-4.7046093525309525,1,1,1,-0.07543307739533982,-1.5188637576101114,0,0,8,0
14.0,93.47,1234.75,59,727,1,-3.9072652817554543,-1.5943839035834775,0,-0.5816561837249697,3,0,0,-1.5440870790731858,-1.924262829310588,0,0,1,1
20.0,91.02,1786.7,41,796,4,-1.9771002330176821,-3.500487751797349,1,-2.2556782059815035,0,0,0,0.32699611758990066,-1.0741578714982138,1,1,2,1
1.0,73.53,66.82,42,669,0,6.878451524548767,0.7977592132363005,1,0.05508247028485691,3,0,1,1.318052533239847,3.817881958599305,0,1,1,0
1.0,122.87,110.81,47,605,0,3.451290304308297,2.748724018823624,3,-1.5898359013763228,2,1,1,0.15688346379868284,5.98088940131695,0,0,0,0
30.0,42.99,1181.87,27,850,1,-0.6106828319262173,-0.8665204039165308,1,1.1716067529614347,1,1,0,-1.4910567166440767,-4.146899266707125,0,1,3,1
18.0,60.99,1103.62,69,678,3,0.7326815719811056,-3.097458255284408,7,-1.1312502279178394,1,0,0,0.47226196305230417,1.6861974455393907,1,1,0,0
55.0,82.84,4104.44,40,538,5,-5.219066679214751,-2.41028030598147,2,-2.977502103294179,1,0,0,-0.9520237547382968,-0.5638805904595228,1,0,8,1
21.0,106.94,2032.38,32,791,3,0.4295216794061665,-1.126123170329729,2,0.5575402836144477,1,0,1,0.05899084216930142,0.9852681547830022,1,1,0,0
55.0,115.7,5731.69,68,519,2,-3.159846121484203,-1.4765067522614916,7,4.7551551337731235,2,0,1,0.26564397980002724,1.208099822240196,1,1,0,0
33.0,149.99,4792.96,40,717,1,-9.52058186897849,-0.40127682952689503,5,3.5765056849096477,0,1,0,0.22276192445134418,-4.367987928704408,1,0,5,0
1.0,95.18,95.94,41,798,2,-1.5110252139274603,-1.6940189283102234,1,-3.916925532327608,1,0,1,-0.5108736359412703,-1.0274317488089777,1,0,0,1
60.0,19.99,1184.53,36,503,0,5.451115263178386,-0.37354834447527246,3,-0.1707812769246403,1,0,1,-0.6748193732094033,-0.5598725489172903,0,0,2,1
48.0,101.44,4661.78,32,586,1,-0.07131686241152516,5.421839444409167,1,4.032025199902854,2,0,1,-0.3716613811056542,-0.2150245904784248,1,0,3,0
11.0,74.43,857.61,33,655,1,4.477476329085444,1.4736497181046573,1,0.05277588215365547,4,1,1,0.19033058126907856,2.3660317553061185,1,1,3,0
72.0,40.86,3010.57,26,521,0,4.948334465248877,3.4387828500167053,9,1.3846792834562973,2,1,0,1.832642908468755,-0.8717946259551644,1,1,6,0
36.0,69.02,2473.08,35,479,0,5.812624766062036,6.407009579123773,5,-0.28237631812228836,4,0,0,0.8728488704008429,5.488892811844253,0,1,1,0
45.0,62.87,3067.63,30,588,0,7.53388485937322,0.8349011361348814,0,-1.6495142504939286,0,1,1,-0.9177580421966668,5.13269908412697,0,1,5,0
35.0,81.22,2956.85,51,681,0,-1.1322132475106577,-6.317952262393919,0,2.366106580925189,0,0,1,0.28261378053352243,0.7744638107404211,0,1,8,0
1.0,112.73,103.25,36,718,2,-0.7645091044042824,5.45554574357912,6,-0.27343469582772173,2,0,1,-2.5275510311284526,-0.2530122197185249,0,0,1,1
33.0,86.08,2620.04,55,614,1,1.7808816418395128,-3.067712175143466,6,2.438527695931816,1,0,1,-0.6469908877259894,3.6593846076497094,0,1,5,0
59.0,84.09,5289.01,31,764,0,-0.07164081359944705,-3.526259834136187,0,1.8784020016393943,1,0,0,-0.4003742590734307,0.6997392607567215,1,1,0,1
28.0,48.79,1262.54,21,591,1,6.304978202001449,5.340360846120936,6,-0.08939952723610212,3,1,1,0.14796848170468302,1.8691603018113452,0,0,1,0
20.0,85.79,1782.14,38,744,0,-1.9483810347069042,-5.155553482794758,1,-2.466396234726635,1,1,0,2.6080964478955364,-0.4342932441939019,1,1,7,1
6.0,52.66,311.57,21,689,2,9.559233326662504,3.1355003139264146,1,-5.834496202904494,2,1,1,0.17016484383658384,4.1680240998191005,0,1,4,0
66.0,80.71,5579.16,20,615,4,-4.307990369371471,5.482552812991786,6,-0.10302783525792425,1,1,0,-1.7753131096418024,-1.9131028404540065,1,0,4,1
30.0,33.57,1072.29,57,690,0,2.8941717575992953,-3.5079346161282254,2,0.6606335457089387,2,1,1,1.3949194103440161,-0.0457888559308011,0,1,1,0
1.0,103.8,113.89,59,850,2,0.26162920891201946,4.407435512931635,2,1.8649819415773043,4,0,0,0.8796337322436375,-1.8782437461462502,1,0,5,1
60.0,72.3,4438.98,42,525,0,1.1967567138940784,4.697148252687726,1,2.9384267932728325,1,0,0,-1.2960816615036492,-0.09182297602746999,1,0,6,0
49.0,76.27,3740.26,18,723,1,-3.5665891261476568,5.928262212612168,7,0.9537296495353562,2,1,0,-1.2901820941933195,-8.403282897872533,1,0,1,0
51.0,45.05,2124.24,37,582,1,2.8025473424072866,-0.8965534875418077,4,2.199016998042772,1,0,1,-0.2092183316353279,2.0895537010602347,0,0,3,0
8.0,46.19,366.63,50,716,0,3.5777550537884886,4.463081859253847,7,1.1563813592607104,3,1,0,0.3504443166417003,-0.2525602457844252,0,0,2,1
29.0,87.17,2295.2,29,747,1,2.2645504402561456,1.6974892572567535,4,1.1400106002857502,4,1,0,1.2483184433557513,-0.2993334856770745,1,1,2,0
72.0,30.65,2406.72,29,501,2,-2.591722520235149,-2.168712142879499,9,-0.6720055485097686,1,0,0,-2.844359494725467,-1.8243089805991872,1,0,5,1
62.0,109.2,6887.35,44,550,2,-3.1338752622003807,2.457998128691906,13,3.9610186645877907,1,0,1,-0.6398224930811675,-0.44596615244497206,1,0,2,0
9.0,134.19,1110.3,25,653,2,-1.1905033080216256,4.994668033631035,2,-1.7716780200756101,0,0,1,0.1865605911145854,1.3237795025554386,0,0,1,0
42.0,19.99,907.78,42,638,1,3.269002990389549,0.28843032428076665,3,2.3962518887834343,0,0,1,-0.17161976998293615,-2.8625953810057845,0,0,1,1
1.0,125.49,130.82,57,578,3,6.391471458546853,1.0778714860747132,3,-0.028644943768143527,3,0,1,0.14812438997348412,10.432806040158146,0,1,2,1
29.0,78.77,2145.01,53,620,0,2.122906703601145,-1.4322659115197038,2,0.8901245188087188,1,1,1,-0.9602401174397306,4.5921474099535065,0,1,2,0
1.0,91.52,94.86,67,803,1,1.2171797735780738,-9.40002539171382,6,2.97693269240322,1,0,1,-1.3255432038747008,2.1362548314680483,0,1,10,0
3.0,112.34,333.21,32,620,1,6.40896439857022,2.5863070005132465,2,-3.317957869227119,3,1,1,-0.4759010464966622,6.157007670864983,0,1,0,0
72.0,19.99,1463.61,18,850,2,-6.925029931209816,-6.894756201744757,4,1.0503637029115618,3,0,0,-0.3063474686755855,-9.240700177726566,0,0,8,1
25.0,110.12,2650.34,40,567,1,1.6541867182802206,1.6904620282688894,0,-1.6993417267764923,1,1,1,0.4157579824803905,3.478291012464708,0,0,0,0
22.0,105.98,2208.58,18,850,1,-3.673766105371139,2.0270351861411173,6,-1.6935004603443515,1,1,0,0.26047723083777896,-0.059212981227719945,0,1,2,1
1.0,73.77,69.53,71,669,2,6.7768294746909765,-2.0534016370414143,5,-0.8511308129903165,2,0,1,-0.3674645624096362,4.609481617905685,1,1,3,0
1.0,141.93,144.79,70,757,1,-1.5272021328765004,-9.041587010910277,1,-0.7710071715352967,2,1,0,-2.0350059372831306,4.324086038461187,1,1,8,0
2.0,63.45,117.92,47,680,2,4.317216607094,-1.0261343575537885,7,2.1563600312772335,5,1,1,0.2524907212437104,-0.2538976965110692,1,1,8,0
58.0,19.99,1254.92,21,551,1,4.897046866681413,4.303452655828185,6,2.843144205230932,2,1,1,0.9176523152955733,-3.0948650043833954,0,0,2,0
72.0,82.53,5477.73,26,558,0,-4.922737532909251,-3.0926841537525736,3,0.06961606723592106,0,1,0,-0.7750918491640073,-1.3559671744816633,1,1,6,1
33.0,30.18,999.7,33,555,2,8.508396077262393,3.888777849348827,0,0.6824777733318699,3,0,1,-1.0008237609911548,2.455484536073808,0,0,2,0
2.0,124.11,252.38,51,552,1,9.0371276890951,2.4880423625051113,8,-0.8366891501072274,3,1,1,-0.7573593660104939,11.001061358893965,0,1,3,0
54.0,135.36,7075.45,38,662,3,-3.7705726761394653,1.019608124589148,4,4.150740610613208,0,0,0,0.9819247225503298,0.6911956411714106,1,1,2,0
70.0,96.52,6711.01,37,535,1,-0.23293332010899,4.985421353758347,2,4.506703441704195,1,0,0,0.43344744297289806,0.2849781347988592,1,1,5,0
3.0,104.4,343.64,55,565,1,9.526725636258686,0.6662133119356342,3,2.048910320342381,2,1,1,0.23356760960796052,10.321557317680517,0,1,2,0
21.0,128.37,2504.88,33,708,2,-3.82039235050839,3.9077346151799834,4,2.2386304580058565,1,1,1,1.6853472662184692,-1.7790882663867642,1,0,0,0
72.0,26.66,1775.32,33,538,0,1.6624382160885978,1.6053066587957905,2,1.9728575112575655,3,0,1,-0.4760885067817308,-0.27638180880813357,0,0,3,0
14.0,79.2,1015.47,55,821,1,-0.03882275952000994,-1.7088680746975973,4,4.582488462561819,2,0,1,0.045074261368571907,-3.3212464799738575,1,1,1,1
1.0,147.57,141.24,80,850,3,4.202606920829911,-9.687664343693903,8,-0.43557289533592203,2,1,1,1.4120073502528796,8.094249439159626,0,1,6,0
13.0,106.93,1421.33,51,681,2,2.7901141027511205,-3.6404954425300597,1,-3.165690897704209,2,0,0,2.033185916710873,5.190098343330993,1,1,1,1
1.0,116.18,122.66,53,661,2,6.68867586768133,-2.996989171368244,7,2.892520634939286,2,1,1,1.2071699999557581,8.040819652482542,0,1,6,0
70.0,19.99,1482.03,25,544,2,6.0556868107896475,1.3436923262049325,5,3.734461554020035,0,0,1,-1.2708651517909448,-1.6416714734676898,0,0,1,0
30.0,67.31,2092.17,31,653,5,1.7774292767217454,0.06566563826004364,0,0.23787647703842907,0,0,1,0.74670793944141,2.19014026701071,0,0,2,0
46.0,78.34,3783.68,69,694,2,-2.2867761188238656,-10.063056988035024,1,0.9706367021664676,3,0,0,-0.5434387376775947,2.1656461711443282,0,1,5,0
1.0,110.36,101.82,36,747,1,8.01262912261544,3.337491636859567,3,-3.6511661238395603,4,0,1,-2.450736927605942,7.570486746486771,0,1,1,0
1.0,96.39,95.99,70,798,5,2.1563059967665836,-8.619485515318457,3,0.38469200649987023,3,0,1,-0.835243123281378,1.3360736483245803,1,1,7,0
29.0,56.44,1644.28,31,617,2,1.2334168110163273,1.6530337157494934,5,0.45877325768447724,3,0,1,-1.92111559072259,-0.9327025570238638,1,0,3,1
42.0,67.62,3013.76,49,613,4,1.4807505933924345,-2.4146127814525675,0,1.1397962821211423,0,1,1,-0.032875186484413316,2.1909635192556265,0,1,3,0
26.0,75.02,1902.34,48,758,1,-2.9479101328458355,0.6681021821991481,12,1.8873396393528972,0,1,0,-0.5128001025428377,-3.8456872480697757,1,0,1,1
13.0,94.9,1224.11,54,649,2,5.152356042086203,-1.0409337499746187,3,-1.5286773453057831,3,0,1,-0.40174441512743303,4.106633930247449,1,1,2,1
32.0,102.11,3202.67,18,773,3,-9.809927023551007,6.641523053978877,6,3.5500447319982213,0,0,0,-0.8768953794278115,-11.88082559477424,1,0,2,0
55.0,81.12,4127.61,44,620,0,-1.9104039410960798,-3.141650253775447,1,1.7045914252805903,1,1,0,-0.04148614229869505,-0.725558499341271,1,1,3,1
33.0,130.39,4068.32,34,640,1,-4.222871638450699,-1.9747973400530667,4,-4.5064270974633756,2,0,0,0.2725888067724962,2.106468043603087,0,1,6,1
18.0,50.33,854.13,54,699,2,3.803032338869968,-3.4962963290378606,1,1.6393818790415375,0,0,1,-1.863485961305221,0.931871817083432,0,1,2,0
39.0,78.73,3055.88,43,633,0,-2.2999991511409883,-2.842015846049225,13,-3.1209523675476687,2,0,0,0.05559699493103116,-0.2503900605020175,0,0,3,1
18.0,35.43,602.44,49,740,3,0.8002737618270225,-2.825027070696804,6,1.618320012641477,1,1,1,-0.18515641313881548,-2.8639764407584996,0,0,4,0
72.0,47.12,3110.29,18,408,2,5.12206670290933,6.924084025798761,5,3.4719529092172348,3,0,1,-1.863170815665848,3.027422322769556,0,0,2,0
1.0,112.59,123.37,62,849,2,2.2513696705886215,-8.223610451029154,1,-1.434862530355689,3,0,1,0.029924251854293375,1.8561595192780014,1,1,4,0
72.0,31.52,2271.17,33,432,1,3.311828772809297,-0.9310828470916016,9,-0.24892058450665078,1,0,1,-1.2646773471226955,1.540269977520343,1,0,6,1
20.0,89.88,1751.68,33,529,2,7.782853133843705,2.4025848780690766,8,-3.967925026544236,1,1,1,1.0599819000174533,7.8740298264103235,0,0,2,0
26.0,43.94,1093.85,80,720,4,-1.961934039795058,-8.881510572372832,5,3.3136390438432834,0,0,0,-0.14500739374349012,-1.8795458462918315,0,1,9,0
21.0,125.92,2401.68,47,548,2,7.877854945186329,-3.547593460918378,1,-3.2746048936059053,0,0,1,-0.21856488568695184,12.543440142785025,0,1,0,0
40.0,115.1,4300.62,56,632,5,-0.19239505686836098,-0.714496713280704,2,2.5968389726020957,1,0,0,-1.3565836894037953,3.3919568062622694,1,1,2,0
62.0,45.84,2851.18,30,543,3,3.225532561335661,6.340396108074121,2,0.6255270045554066,1,1,0,-0.5038520729670898,-1.3176723433953215,1,0,7,0
72.0,44.44,3283.17,27,522,1,1.5276309447978678,3.3371623821438017,3,1.4172996439597316,0,0,0,-0.027853750339012606,0.07275501150557975,1,0,3,1
39.0,19.99,802.91,36,581,2,6.418526530534329,3.6233467390704996,5,0.3473444047646822,2,0,1,0.37002960362056175,-2.4041455567344134,0,0,2,0
72.0,34.61,2467.34,27,455,0,4.061502011676868,5.69139978302648,2,2.154446026202913,2,0,1,-0.8377507375078274,3.0315135174412267,0,0,3,0
5.0,83.74,384.1,43,725,1,1.0658257428609563,4.757512913609636,1,0.6860830981931422,2,1,0,1.3520528821556683,-0.6021458193080428,0,0,2,1
8.0,116.91,865.97,56,701,1,-0.06251986106614398,-5.40092582945476,8,1.206065759166346,1,0,1,0.6731870166522831,5.1017026971353925,0,1,8,0
37.0,51.84,2063.19,28,496,1,7.274192978281084,7.074612503559507,1,-0.9346859698129747,5,0,0,-1.2123822171966374,2.6016834744514754,1,0,2,0
1.0,110.86,105.65,50,824,1,-1.6835772550796542,-8.277851681381154,7,0.06926434444585083,1,0,1,-0.4273896249572325,0.6686315719587693,1,1,8,0
37.0,67.32,2334.46,43,545,0,4.131931406055189,3.550385927841118,2,-0.17702361981150105,0,0,1,-0.7958455275300585,5.691075237636177,0,1,2,0
1.0,101.84,99.33,75,708,2,0.3281561648105562,-3.7818675456913966,2,-0.16368474388023568,2,0,0,-0.5073556657344572,4.733812617745162,0,1,6,0
29.0,71.44,2278.83,18,827,0,2.3008905591988307,0.6443954197710013,3,-1.9005780865262243,3,0,0,0.8915279757884143,-2.516136890511717,1,1,1,0
2.0,31.6,64.99,51,784,0,4.7982546993008945,2.190164072994977,9,2.9710397993788646,1,1,1,-2.26194388356913,-2.4600319384903013,0,0,6,1
31.0,50.71,1690.01,22,690,2,1.9577806028737235,6.698001013950611,2,0.3630755578869936,2,1,0,-0.05453982800461602,-0.5709705882084711,0,0,5,1
1.0,84.93,91.24,48,678,3,6.20175909424534,-0.13806857436009495,2,0.5277384231023103,2,0,1,1.5624934951166989,5.427733540400604,0,1,3,0
70.0,49.61,3356.75,34,497,3,-0.15618358071438,3.021314130438802,4,0.8034710674008945,1,0,0,1.4249305256688216,0.960516434756546,0,0,2,0
45.0,89.8,4155.75,30,701,2,-3.951102254618609,-0.890134073296515,2,-0.7549792859079967,2,0,1,-0.5241729922198086,-1.5937078111892196,1,0,1,1
49.0,47.44,2201.42,20,679,2,-1.2117335922142014,6.548080286149615,1,1.4249814519934343,1,0,0,0.41608360483421697,-7.406060536532501,1,0,4,0
72.0,70.16,4655.1,45,458,1,-7.207150889313982,-4.855903377315347,4,-1.8900022848018474,2,1,0,-1.7083796626421566,-1.5478909513279997,1,0,8,1
1.0,145.17,144.03,78,850,1,0.511017892859249,-8.990007440215683,8,-4.209946794843451,2,1,0,-0.43672434001524435,4.3755766072744064,1,1,1,0
72.0,123.6,8279.3,60,368,2,-8.989308424940042,5.054224219645535,7,7.168728875551278,3,1,0,-0.9878742672673132,-4.271828657278687,1,0,2,0
1.0,52.98,52.38,40,621,3,7.907227508590046,2.022420322532212,6,-3.9016761941831937,1,1,1,-1.1445481971801743,3.712807566184551,0,0,2,0
23.0,121.82,2538.2,37,697,1,0.2514544958077798,1.014349543573457,1,-2.312583689787568,1,1,0,-0.23314279474742933,4.61366852783062,0,1,3,1
32.0,56.17,1729.11,18,603,1,9.073107935592342,5.362653872985907,0,-3.7530631342907106,4,1,1,-0.5906670746703826,2.2026478979643156,0,1,4,0
46.0,101.46,4917.21,48,642,1,-4.936916728978096,4.831928686604469,2,5.040797060415082,0,1,0,-0.326493085763115,-2.7676527640275026,1,0,4,0
66.0,95.94,6286.59,23,683,2,-4.702279413025399,0.8279174485540397,2,1.3984749540145662,2,1,0,0.8855698305488303,-1.1571829436622731,0,1,1,1
13.0,93.3,1155.23,34,662,5,3.8768591994168986,4.168740719214968,12,-0.1712074293858078,2,0,1,0.7504944015861765,3.2480989400566824,0,0,3,0
1.0,70.67,71.42,48,746,0,2.416176712942412,-2.3508797442668983,2,-0.5654857856425847,3,0,1,0.28877081919046427,0.14408299801157268,1,1,5,0
63.0,52.45,3164.93,37,566,3,1.7652152603395435,-0.7773192704107593,6,1.1111978912005236,1,1,1,-0.5248743805727604,1.7399687894683005,0,1,1,0
51.0,32.7,1636.62,48,620,3,1.6407856136791454,-2.465041596565449,7,1.0703345611623856,3,1,1,0.38302716144931764,1.3381044501026864,0,0,0,0
30.0,47.25,1543.48,39,559,0,-0.8784850117508851,1.312889072816693,8,-3.567747066325049,0,0,0,-0.6049144639407158,0.4127221842221695,0,0,5,1
1.0,149.99,149.11,39,850,2,-1.7041679908113687,3.568285772672828,14,-2.074193588495272,2,1,0,-0.4183779351029197,0.08149192742806227,0,1,3,1
40.0,75.8,3168.21,32,723,2,-1.2904432978460574,2.3301508027831654,6,1.218277519784724,1,0,0,0.6780072549043489,-3.313918263434096,1,0,3,0
39.0,123.14,5243.35,39,734,1,-0.6203497308306961,0.22365769259084062,3,1.0249833253479306,1,1,0,-0.3905527165889216,1.8619873961223445,1,1,4,1
72.0,49.56,3249.87,18,698,2,-4.402257894803572,-3.7369918649736475,9,0.6816834649402786,2,0,1,-0.4879173799274212,-3.4075984849161403,1,0,5,1
1.0,59.5,56.41,18,725,2,8.79554651464928,7.528496866466265,2,-4.149252859338419,3,1,1,0.5814646688958583,2.8663995839765537,0,0,4,0
51.0,100.13,5461.31,54,487,1,3.9729239673210883,2.1429217277576567,0,2.305038392679134,1,1,1,-0.6811794077339197,6.652702325119596,1,1,5,0
4.0,19.99,85.48,42,746,1,9.75264817855988,-2.6961513740654066,1,1.6693887520880784,4,1,1,0.36398810520093705,-3.6421835394405555,1,0,1,0
8.0,69.03,532.25,20,670,0,6.10978000004428,1.0299452270685328,6,0.9640100348686627,5,0,1,1.2172587330151854,1.0926799300625192,1,0,6,0
1.0,115.6,116.82,31,843,1,-0.007702427570759139,0.3347979375782623,9,0.10686129805904698,2,0,1,-0.0844470889992517,0.17395256849689714,1,1,1,0
5.0,149.99,809.69,44,675,1,-1.9474356016341503,3.8257499081866206,5,-0.9850013381419164,1,0,0,-0.509913442982742,3.676497343999486,1,1,4,1
55.0,56.72,3147.7,47,640,3,-2.1057696905529455,-4.683936849602388,6,1.3446765790669057,0,1,0,0.3027886147599797,-1.8354025227090482,1,1,4,1
16.0,79.15,1327.58,19,699,1,2.892018160046183,6.592590480844739,4,-0.5752839952104002,3,0,1,-0.6597333207312206,-1.4072762164067476,1,0,3,0
44.0,19.99,817.88,44,732,3,-0.43357694754939446,-5.76028226086096,4,3.134400631111132,0,1,1,0.1293545241617499,-6.49238568236712,1,0,7,0
67.0,19.99,1417.42,32,680,1,-4.679453852446137,-8.397533309409498,4,-3.119311847763418,5,1,1,1.5553868923074676,-4.994570667182739,1,0,8,1
33.0,44.2,1452.58,25,689,2,7.169773443346217,4.923526159559375,6,0.351325285462225,4,1,1,-1.7608800184754823,1.0661124824666164,1,1,7,0
40.0,109.04,4086.75,35,754,3,-5.511312199314121,0.9221081035911063,13,0.597653845725537,3,0,0,-0.8508377872136514,-4.092476791687265,0,0,2,1
49.0,70.94,3593.26,30,538,1,2.4169403745787448,4.22026082479826,1,-0.07604229709154153,1,1,1,-1.615958608866614,-0.7606517144048054,1,0,3,0
51.0,104.03,5546.55,30,529,1,0.2510891523970708,4.014904933595467,5,1.4775953476029464,1,1,1,0.5834519319014164,-0.03457254837609825,1,0,0,0
1.0,105.95,113.21,30,756,3,5.745382544917379,2.1915639374046507,1,-1.1565470878030069,4,0,1,0.5602162069963952,5.9932254593036225,1,1,3,0
1.0,49.16,51.98,27,642,3,9.240665670835424,4.446800198500836,3,0.7334342023697271,5,1,1,-0.9870964961511828,1.2402319977370198,1,0,1,0
31.0,63.47,1814.84,39,424,2,9.224711615802585,9.59138901622524,3,-0.643957114007195,4,1,0,1.2864022097396233,8.100750340920872,0,0,5,0
46.0,124.48,6098.19,44,625,3,-4.4769088186174635,4.135017574671278,1,4.466375816800729,1,0,0,0.2372420656059193,-1.3697548468163219,1,0,2,0
30.0,112.44,3296.82,39,570,0,-1.3709636695794596,3.6988366345573214,5,0.8982063905604744,1,0,1,1.6453693782708712,1.0319497068556285,1,0,0,0
59.0,63.45,3598.25,18,731,2,-2.6959524345685026,3.6204942782705536,1,1.663984464159873,1,0,0,0.33136591139931215,-7.5006421076877725,1,0,2,0
1.0,105.23,102.37,22,844,2,1.9713504769820953,5.374033154148378,4,-1.1290644648201762,5,1,1,-1.1162954024997171,-0.3284810143713305,1,0,1,0
38.0,54.12,2195.0,48,522,1,6.0812392715426595,-0.417925810432574,2,-2.5526246282985734,1,0,1,-0.24946264528662965,3.477366252353087,0,0,3,0
20.0,71.35,1416.17,26,563,2,8.962168477325285,4.391118045445553,1,-3.537805358993469,1,0,1,-2.4519457204160267,5.23849804480297,0,0,3,0
1.0,100.39,97.4,46,684,3,5.538116245513504,1.5189112503681452,6,-0.28494592955533504,3,0,1,0.16399810026371747,6.555022362175877,0,1,3,0
67.0,117.05,7451.26,47,536,2,-6.384148060962919,1.5155010818970027,1,4.152085268269688,3,0,1,0.2132991784344942,-2.745875966933708,1,0,0,0
68.0,115.45,7456.59,53,490,2,-1.1988911486574403,-1.8274673234316128,7,1.9417903509974632,1,0,0,0.39846259753549684,2.3958640048045217,1,1,0,0
